episode,phase,pursuer_baseline,n_pursuers,n_evaders,winner,evader_win,turns,flag_transfers,total_reward,epsilon
58,train,1,4,4,Pursuers,0,8,7,77.302,0.3
59,train,1,4,4,Pursuers,0,11,5,111.149,0.3
60,train,1,4,4,Pursuers,0,5,2,31.978,0.3
61,train,1,4,4,Pursuers,0,11,2,108.682,0.3
62,train,1,4,4,Pursuers,0,11,4,110.349,0.3
63,train,1,4,4,Pursuers,0,11,4,97.655,0.3
64,train,1,4,4,Pursuers,0,29,12,345.602,0.3
65,train,1,4,4,Pursuers,0,20,10,215.798,0.3
66,train,1,4,4,Pursuers,0,13,8,139.325,0.3
67,train,1,4,4,Pursuers,0,5,4,35.444,0.3
68,train,1,4,4,Pursuers,0,15,7,167.133,0.3
69,train,1,4,4,Pursuers,0,11,5,110.082,0.3
70,train,1,4,4,Pursuers,0,20,10,235.45,0.3
71,train,1,4,4,Pursuers,0,8,4,66.674,0.3
72,train,1,4,4,Pursuers,0,10,6,101.462,0.3
73,train,1,4,4,Pursuers,0,11,3,93.57,0.3
74,train,1,4,4,Pursuers,0,9,5,77.716,0.3
75,train,1,4,4,Pursuers,0,6,6,50.412,0.3
76,train,1,4,4,Pursuers,0,11,5,111.149,0.3
77,train,1,4,4,Pursuers,0,6,6,50.412,0.3
78,train,1,4,4,Pursuers,0,15,7,165.236,0.3
79,train,1,4,4,Pursuers,0,25,16,310.468,0.3
80,train,1,4,4,Pursuers,0,9,6,88.781,0.3
81,train,1,4,4,Pursuers,0,23,7,267.295,0.3
82,train,1,4,4,Pursuers,0,21,5,261.079,0.3
83,train,1,4,4,Pursuers,0,15,6,122.313,0.3
84,train,1,4,4,Pursuers,0,11,4,109.816,0.3
85,train,1,4,4,Pursuers,0,8,5,75.237,0.3
86,train,1,4,4,Pursuers,0,6,6,50.412,0.3
87,train,1,4,4,Pursuers,0,11,5,110.082,0.3
88,train,1,4,4,Pursuers,0,28,12,349.098,0.3
89,train,1,4,4,Pursuers,0,21,5,258.109,0.3
90,train,1,4,4,Pursuers,0,13,6,137.278,0.3
91,train,1,4,4,Pursuers,0,7,6,63.24,0.3
92,train,1,4,4,Pursuers,0,17,10,191.987,0.3
93,train,1,4,4,Pursuers,0,14,8,141.874,0.3
94,train,1,4,4,Pursuers,0,8,7,76.741,0.3
95,train,1,4,4,Pursuers,0,7,6,63.24,0.3
96,train,1,4,4,Pursuers,0,23,9,258.876,0.3
97,train,1,4,4,Pursuers,0,13,6,141.339,0.3
98,train,1,4,4,Pursuers,0,8,3,61.589,0.3
99,train,1,4,4,Pursuers,0,19,7,237.262,0.3
100,train,1,4,4,Pursuers,0,15,6,175.065,0.3
101,train,1,4,4,Pursuers,0,17,7,208.275,0.3
102,train,1,4,4,Pursuers,0,6,5,49.612,0.3
103,train,1,4,4,Pursuers,0,13,7,136.742,0.3
104,train,1,4,4,Pursuers,0,11,7,73.25,0.3
105,train,1,4,4,Pursuers,0,10,5,100.462,0.3
106,train,1,4,4,Pursuers,0,7,6,63.24,0.3
107,train,1,4,4,Pursuers,0,10,6,96.83,0.3
108,train,1,4,4,Pursuers,0,11,4,110.482,0.3
109,train,1,4,4,Pursuers,0,10,6,90.396,0.3
110,train,1,4,4,Pursuers,0,11,5,111.149,0.3
111,train,1,4,4,Pursuers,0,11,5,111.149,0.3
112,train,1,4,4,Pursuers,0,11,5,111.989,0.3
113,train,1,4,4,Pursuers,0,29,8,348.863,0.3
114,train,1,4,4,Pursuers,0,13,9,148.244,0.3
115,train,1,4,4,Pursuers,0,9,6,88.781,0.3
116,train,1,4,4,Pursuers,0,10,5,100.662,0.3
117,train,1,4,4,Pursuers,0,8,6,76.037,0.3
118,train,1,4,4,Pursuers,0,19,7,247.109,0.3
119,train,1,4,4,Pursuers,0,11,5,111.149,0.3
120,train,1,4,4,Pursuers,0,6,6,50.412,0.3
121,train,1,4,4,Pursuers,0,25,9,308.209,0.3
122,train,1,4,4,Pursuers,0,11,5,111.149,0.3
123,train,1,4,4,Pursuers,0,11,5,110.082,0.3
124,train,1,4,4,Pursuers,0,7,6,63.24,0.3
125,train,1,4,4,Pursuers,0,11,5,111.149,0.3
126,train,1,4,4,Pursuers,0,17,7,196.373,0.3
127,train,1,4,4,Pursuers,0,6,6,50.412,0.3
128,train,1,4,4,Pursuers,0,15,6,185.056,0.3
129,train,1,4,4,Pursuers,0,15,7,185.856,0.3
130,train,1,4,4,Pursuers,0,6,6,50.412,0.3
131,train,1,4,4,Pursuers,0,12,8,128.591,0.3
132,train,1,4,4,Pursuers,0,6,6,50.412,0.3
133,train,1,4,4,Pursuers,0,5,4,34.778,0.3
134,train,1,4,4,Pursuers,0,11,6,112.082,0.3
135,train,1,4,4,Pursuers,0,6,6,50.412,0.3
136,train,1,4,4,Pursuers,0,21,9,252.934,0.3
137,train,1,4,4,Pursuers,0,11,5,93.874,0.3
138,train,1,4,4,Pursuers,0,9,6,89.608,0.3
139,train,1,4,4,Pursuers,0,5,3,33.778,0.3
140,train,1,4,4,Pursuers,0,29,9,328.719,0.3
141,train,1,4,4,Pursuers,0,11,4,110.527,0.3
142,train,1,4,4,Pursuers,0,11,8,122.805,0.3
143,train,1,4,4,Pursuers,0,11,5,111.149,0.3
144,train,1,4,4,Pursuers,0,13,7,139.833,0.3
145,train,1,4,4,Pursuers,0,11,5,111.149,0.3
146,train,1,4,4,Pursuers,0,10,6,101.462,0.3
147,train,1,4,4,Pursuers,0,11,5,110.082,0.3
148,train,1,4,4,Pursuers,0,28,13,337.611,0.3
149,train,1,4,4,Pursuers,0,10,6,101.462,0.3
150,train,1,4,4,Pursuers,0,19,8,196.833,0.3
151,train,1,4,4,Pursuers,0,8,5,75.237,0.3
152,train,1,4,4,Pursuers,0,6,5,49.541,0.3
153,train,1,4,4,Pursuers,0,15,7,163.811,0.3
154,train,1,4,4,Pursuers,0,14,8,147.288,0.3
155,train,1,4,4,Pursuers,0,6,6,50.412,0.3
156,train,1,4,4,Pursuers,0,5,3,33.978,0.3
157,train,1,4,4,Pursuers,0,9,5,87.981,0.3
158,train,1,4,4,Pursuers,0,6,6,50.412,0.3
159,train,1,4,4,Pursuers,0,16,6,199.543,0.3
160,train,1,4,4,Pursuers,0,8,7,76.322,0.3
161,train,1,4,4,Pursuers,0,10,5,100.795,0.3
162,train,1,4,4,Pursuers,0,11,4,110.527,0.3
163,train,1,4,4,Pursuers,0,15,7,161.337,0.3
164,train,1,4,4,Pursuers,0,11,4,111.193,0.3
165,train,1,4,4,Pursuers,0,11,4,110.527,0.3
166,train,1,4,4,Pursuers,0,23,11,275.129,0.3
167,train,1,4,4,Pursuers,0,11,3,109.482,0.3
168,train,1,4,4,Pursuers,0,18,7,204.575,0.3
169,train,1,4,4,Pursuers,0,16,10,178.358,0.3
170,train,1,4,4,Pursuers,0,9,4,33.35,0.3
171,train,1,4,4,Pursuers,0,33,13,421.54,0.3
172,train,1,4,4,Pursuers,0,31,12,390.695,0.3
173,train,1,4,4,Pursuers,0,27,12,379.965,0.3
174,train,1,4,4,Pursuers,0,11,5,111.149,0.3
175,train,1,4,4,Pursuers,0,9,5,79.495,0.3
176,train,1,4,4,Pursuers,0,17,10,193.476,0.3
177,train,1,4,4,Pursuers,0,11,4,110.482,0.3
178,train,1,4,4,Pursuers,0,9,6,90.568,0.3
179,train,1,4,4,Pursuers,0,12,7,128.367,0.3
180,train,1,4,4,Pursuers,0,15,5,184.989,0.3
181,train,1,4,4,Pursuers,0,6,6,50.412,0.3
182,train,1,4,4,Pursuers,0,11,5,111.149,0.3
183,train,1,4,4,Pursuers,0,12,7,132.77,0.3
184,train,1,4,4,Pursuers,0,13,7,136.48,0.3
185,train,1,4,4,Pursuers,0,11,4,110.149,0.3
186,train,1,4,4,Pursuers,0,9,4,87.314,0.3
187,train,1,4,4,Pursuers,0,17,9,200.33,0.3
188,train,1,4,4,Pursuers,0,13,10,145.973,0.3
189,train,1,4,4,Pursuers,0,11,4,100.874,0.3
190,train,1,4,4,Pursuers,0,8,5,73.059,0.3
191,train,1,4,4,Pursuers,0,11,5,111.149,0.3
192,train,1,4,4,Pursuers,0,13,6,135.407,0.3
193,train,1,4,4,Pursuers,0,11,4,109.816,0.3
194,train,1,4,4,Pursuers,0,10,7,101.947,0.3
195,train,1,4,4,Pursuers,0,14,6,110.301,0.3
196,train,1,4,4,Pursuers,0,10,7,102.614,0.3
197,train,1,4,4,Pursuers,0,17,7,209.92,0.3
198,train,1,4,4,Pursuers,0,13,6,140.332,0.3
199,train,1,4,4,Pursuers,0,11,4,94.441,0.3
0,eval,1,4,4,Pursuers,0,11,5,,0.0
1,eval,1,4,4,Pursuers,0,11,5,,0.0
2,eval,1,4,4,Pursuers,0,11,5,,0.0
3,eval,1,4,4,Pursuers,0,11,5,,0.0
4,eval,1,4,4,Pursuers,0,11,5,,0.0
5,eval,1,4,4,Pursuers,0,11,5,,0.0
6,eval,1,4,4,Pursuers,0,11,5,,0.0
7,eval,1,4,4,Pursuers,0,11,5,,0.0
8,eval,1,4,4,Pursuers,0,11,5,,0.0
9,eval,1,4,4,Pursuers,0,11,5,,0.0
10,eval,1,4,4,Pursuers,0,11,5,,0.0
11,eval,1,4,4,Pursuers,0,11,5,,0.0
12,eval,1,4,4,Pursuers,0,11,5,,0.0
13,eval,1,4,4,Pursuers,0,11,5,,0.0
14,eval,1,4,4,Pursuers,0,11,5,,0.0
15,eval,1,4,4,Pursuers,0,11,5,,0.0
16,eval,1,4,4,Pursuers,0,11,5,,0.0
17,eval,1,4,4,Pursuers,0,11,5,,0.0
18,eval,1,4,4,Pursuers,0,11,5,,0.0
19,eval,1,4,4,Pursuers,0,11,5,,0.0
0,train,1,4,6,Pursuers,0,6,3,71.438,0.3
1,train,1,4,6,Pursuers,0,11,9,173.563,0.3
2,train,1,4,6,Pursuers,0,15,7,256.685,0.3
3,train,1,4,6,Pursuers,0,9,5,114.841,0.3
4,train,1,4,6,Pursuers,0,14,11,259.253,0.3
5,train,1,4,6,Pursuers,0,10,4,60.602,0.3
6,train,1,4,6,Pursuers,0,13,7,219.058,0.3
7,train,1,4,6,Pursuers,0,14,7,252.751,0.3
8,train,1,4,6,Pursuers,0,12,7,177.209,0.3
9,train,1,4,6,Pursuers,0,8,3,38.021,0.3
10,train,1,4,6,Pursuers,0,15,9,265.594,0.3
11,train,1,4,6,Pursuers,0,11,4,137.335,0.3
12,train,1,4,6,Pursuers,0,11,5,141.493,0.3
13,train,1,4,6,Pursuers,0,13,7,184.644,0.3
14,train,1,4,6,Pursuers,0,8,8,118.276,0.3
15,train,1,4,6,Pursuers,0,48,34,894.459,0.3
16,train,1,4,6,Pursuers,0,10,7,148.451,0.3
17,train,1,4,6,Pursuers,0,22,13,425.431,0.3
18,train,1,4,6,Pursuers,0,7,6,90.137,0.3
19,train,1,4,6,Pursuers,0,14,9,255.921,0.3
20,train,1,4,6,Pursuers,0,25,11,455.937,0.3
21,train,1,4,6,Pursuers,0,13,8,220.227,0.3
22,train,1,4,6,Pursuers,0,17,5,244.446,0.3
23,train,1,4,6,Pursuers,0,158,132,4189.392,0.3
24,train,1,4,6,Pursuers,0,20,8,358.766,0.3
25,train,1,4,6,Pursuers,0,12,6,204.496,0.3
26,train,1,4,6,Pursuers,0,13,8,210.616,0.3
27,train,1,4,6,Pursuers,0,16,8,273.45,0.3
28,train,1,4,6,Pursuers,0,18,12,342.396,0.3
29,train,1,4,6,Pursuers,0,14,5,223.152,0.3
30,train,1,4,6,Pursuers,0,25,10,455.664,0.3
31,train,1,4,6,Pursuers,0,15,8,262.774,0.3
32,train,1,4,6,Pursuers,0,16,6,258.524,0.3
33,train,1,4,6,Pursuers,0,85,43,1912.149,0.3
34,train,1,4,6,Pursuers,0,21,11,398.408,0.3
35,train,1,4,6,Pursuers,0,22,7,351.519,0.3
36,train,1,4,6,Pursuers,0,17,6,264.247,0.3
37,train,1,4,6,Pursuers,0,8,6,110.582,0.3
38,train,1,4,6,Pursuers,0,9,7,136.322,0.3
39,train,1,4,6,Pursuers,0,19,7,327.516,0.3
40,train,1,4,6,Pursuers,0,17,6,265.517,0.3
41,train,1,4,6,Pursuers,0,15,5,234.084,0.3
42,train,1,4,6,Pursuers,0,13,7,210.657,0.3
43,train,1,4,6,Pursuers,0,16,13,289.072,0.3
44,train,1,4,6,Evaders,1,200,152,5223.275,0.3
45,train,1,4,6,Pursuers,0,23,9,401.96,0.3
46,train,1,4,6,Pursuers,0,15,7,261.013,0.3
47,train,1,4,6,Pursuers,0,11,5,142.566,0.3
48,train,1,4,6,Pursuers,0,15,8,252.452,0.3
49,train,1,4,6,Pursuers,0,65,31,1401.181,0.3
50,train,1,4,6,Pursuers,0,29,8,553.378,0.3
51,train,1,4,6,Pursuers,0,15,7,267.287,0.3
52,train,1,4,6,Pursuers,0,18,13,339.426,0.3
53,train,1,4,6,Pursuers,0,6,4,70.888,0.3
54,train,1,4,6,Pursuers,0,24,14,473.6,0.3
55,train,1,4,6,Pursuers,0,6,5,71.576,0.3
56,train,1,4,6,Pursuers,0,20,10,371.084,0.3
57,train,1,4,6,Pursuers,0,24,10,409.087,0.3
58,train,1,4,6,Pursuers,0,22,11,381.126,0.3
59,train,1,4,6,Pursuers,0,21,10,383.342,0.3
60,train,1,4,6,Pursuers,0,11,5,171.186,0.3
61,train,1,4,6,Pursuers,0,23,9,432.628,0.3
62,train,1,4,6,Pursuers,0,28,15,519.673,0.3
63,train,1,4,6,Pursuers,0,63,32,1316.613,0.3
64,train,1,4,6,Pursuers,0,9,6,129.563,0.3
65,train,1,4,6,Pursuers,0,12,6,192.937,0.3
66,train,1,4,6,Pursuers,0,11,6,172.92,0.3
67,train,1,4,6,Pursuers,0,9,5,130.081,0.3
68,train,1,4,6,Pursuers,0,36,15,666.147,0.3
69,train,1,4,6,Pursuers,0,15,8,250.378,0.3
70,train,1,4,6,Pursuers,0,34,15,630.165,0.3
71,train,1,4,6,Pursuers,0,22,11,385.938,0.3
72,train,1,4,6,Pursuers,0,15,6,237.058,0.3
73,train,1,4,6,Pursuers,0,18,8,316.085,0.3
74,train,1,4,6,Pursuers,0,8,6,107.658,0.3
75,train,1,4,6,Pursuers,0,19,12,331.748,0.3
76,train,1,4,6,Pursuers,0,15,8,232.118,0.3
77,train,1,4,6,Pursuers,0,24,13,446.872,0.3
78,train,1,4,6,Pursuers,0,16,7,282.9,0.3
79,train,1,4,6,Pursuers,0,17,9,312.426,0.3
80,train,1,4,6,Pursuers,0,23,10,409.589,0.3
81,train,1,4,6,Pursuers,0,15,8,268.929,0.3
82,train,1,4,6,Pursuers,0,18,10,336.849,0.3
83,train,1,4,6,Pursuers,0,8,6,111.025,0.3
84,train,1,4,6,Pursuers,0,15,7,249.984,0.3
85,train,1,4,6,Pursuers,0,35,22,700.749,0.3
86,train,1,4,6,Pursuers,0,27,9,494.361,0.3
87,train,1,4,6,Pursuers,0,12,7,194.088,0.3
88,train,1,4,6,Pursuers,0,26,14,515.957,0.3
89,train,1,4,6,Pursuers,0,17,4,244.241,0.3
90,train,1,4,6,Pursuers,0,8,6,115.698,0.3
91,train,1,4,6,Pursuers,0,40,16,770.915,0.3
92,train,1,4,6,Pursuers,0,23,7,407.201,0.3
93,train,1,4,6,Pursuers,0,18,8,313.268,0.3
94,train,1,4,6,Pursuers,0,19,8,286.323,0.3
95,train,1,4,6,Pursuers,0,6,5,73.873,0.3
96,train,1,4,6,Pursuers,0,29,12,524.897,0.3
97,train,1,4,6,Pursuers,0,24,10,446.601,0.3
98,train,1,4,6,Pursuers,0,8,5,109.239,0.3
99,train,1,4,6,Pursuers,0,9,6,134.591,0.3
100,train,1,4,6,Pursuers,0,19,7,331.754,0.3
101,train,1,4,6,Pursuers,0,14,8,233.73,0.3
102,train,1,4,6,Pursuers,0,13,5,194.765,0.3
103,train,1,4,6,Pursuers,0,16,6,255.784,0.3
104,train,1,4,6,Pursuers,0,15,10,263.128,0.3
105,train,1,4,6,Pursuers,0,19,8,331.647,0.3
106,train,1,4,6,Pursuers,0,11,5,152.769,0.3
107,train,1,4,6,Pursuers,0,54,27,1065.89,0.3
108,train,1,4,6,Pursuers,0,11,4,139.961,0.3
109,train,1,4,6,Pursuers,0,23,10,426.252,0.3
110,train,1,4,6,Pursuers,0,20,11,393.866,0.3
111,train,1,4,6,Pursuers,0,8,8,118.276,0.3
112,train,1,4,6,Pursuers,0,19,8,341.216,0.3
113,train,1,4,6,Pursuers,0,15,9,268.453,0.3
114,train,1,4,6,Pursuers,0,10,6,153.374,0.3
115,train,1,4,6,Pursuers,0,23,6,402.82,0.3
116,train,1,4,6,Pursuers,0,9,3,123.558,0.3
117,train,1,4,6,Pursuers,0,13,6,209.782,0.3
118,train,1,4,6,Pursuers,0,13,7,223.223,0.3
119,train,1,4,6,Pursuers,0,19,11,366.207,0.3
120,train,1,4,6,Pursuers,0,36,11,689.362,0.3
121,train,1,4,6,Pursuers,0,15,10,282.545,0.3
122,train,1,4,6,Pursuers,0,8,6,114.991,0.3
123,train,1,4,6,Pursuers,0,20,11,390.511,0.3
124,train,1,4,6,Pursuers,0,12,7,182.554,0.3
125,train,1,4,6,Pursuers,0,6,5,74.873,0.3
126,train,1,4,6,Pursuers,0,11,6,171.538,0.3
127,train,1,4,6,Pursuers,0,12,8,188.754,0.3
128,train,1,4,6,Pursuers,0,25,15,465.87,0.3
129,train,1,4,6,Pursuers,0,6,5,73.566,0.3
130,train,1,4,6,Pursuers,0,29,14,561.969,0.3
131,train,1,4,6,Pursuers,0,17,8,277.797,0.3
132,train,1,4,6,Pursuers,0,41,23,880.182,0.3
133,train,1,4,6,Pursuers,0,15,4,250.48,0.3
134,train,1,4,6,Pursuers,0,21,7,345.242,0.3
135,train,1,4,6,Pursuers,0,15,7,243.985,0.3
136,train,1,4,6,Pursuers,0,51,17,897.103,0.3
137,train,1,4,6,Pursuers,0,11,5,156.804,0.3
138,train,1,4,6,Pursuers,0,13,8,225.252,0.3
139,train,1,4,6,Pursuers,0,19,9,354.288,0.3
140,train,1,4,6,Pursuers,0,22,11,388.435,0.3
141,train,1,4,6,Pursuers,0,15,9,267.373,0.3
142,train,1,4,6,Pursuers,0,17,11,302.704,0.3
143,train,1,4,6,Pursuers,0,19,7,317.022,0.3
144,train,1,4,6,Pursuers,0,15,9,259.582,0.3
145,train,1,4,6,Pursuers,0,11,7,163.555,0.3
146,train,1,4,6,Pursuers,0,15,7,218.66,0.3
147,train,1,4,6,Pursuers,0,17,5,271.557,0.3
148,train,1,4,6,Pursuers,0,5,3,48.16,0.3
149,train,1,4,6,Pursuers,0,8,5,112.409,0.3
150,train,1,4,6,Pursuers,0,26,14,512.272,0.3
151,train,1,4,6,Pursuers,0,21,7,341.663,0.3
152,train,1,4,6,Pursuers,0,7,5,90.228,0.3
153,train,1,4,6,Pursuers,0,15,9,237.276,0.3
154,train,1,4,6,Pursuers,0,11,6,172.858,0.3
155,train,1,4,6,Pursuers,0,19,8,309.25,0.3
156,train,1,4,6,Pursuers,0,9,8,135.921,0.3
157,train,1,4,6,Pursuers,0,13,7,217.434,0.3
158,train,1,4,6,Pursuers,0,6,5,74.673,0.3
159,train,1,4,6,Pursuers,0,17,9,308.931,0.3
160,train,1,4,6,Pursuers,0,15,7,263.245,0.3
161,train,1,4,6,Pursuers,0,13,5,215.47,0.3
162,train,1,4,6,Pursuers,0,12,7,194.872,0.3
163,train,1,4,6,Pursuers,0,24,10,488.157,0.3
164,train,1,4,6,Pursuers,0,36,13,678.453,0.3
165,train,1,4,6,Pursuers,0,10,8,160.671,0.3
166,train,1,4,6,Pursuers,0,21,10,368.379,0.3
167,train,1,4,6,Pursuers,0,55,27,1219.305,0.3
168,train,1,4,6,Pursuers,0,21,8,358.283,0.3
169,train,1,4,6,Evaders,1,200,163,5363.012,0.3
170,train,1,4,6,Pursuers,0,6,4,72.873,0.3
171,train,1,4,6,Pursuers,0,10,5,145.791,0.3
172,train,1,4,6,Pursuers,0,17,7,235.434,0.3
173,train,1,4,6,Pursuers,0,42,14,820.778,0.3
174,train,1,4,6,Pursuers,0,6,5,74.607,0.3
175,train,1,4,6,Pursuers,0,26,13,531.58,0.3
176,train,1,4,6,Pursuers,0,10,4,148.816,0.3
177,train,1,4,6,Pursuers,0,10,5,137.464,0.3
178,train,1,4,6,Pursuers,0,9,6,129.563,0.3
179,train,1,4,6,Pursuers,0,15,7,263.945,0.3
180,train,1,4,6,Pursuers,0,19,9,331.09,0.3
181,train,1,4,6,Pursuers,0,20,8,352.148,0.3
182,train,1,4,6,Pursuers,0,15,8,270.834,0.3
183,train,1,4,6,Pursuers,0,6,6,75.364,0.3
184,train,1,4,6,Pursuers,0,19,9,373.868,0.3
185,train,1,4,6,Pursuers,0,19,11,361.026,0.3
186,train,1,4,6,Pursuers,0,21,7,327.976,0.3
187,train,1,4,6,Pursuers,0,15,8,269.524,0.3
188,train,1,4,6,Pursuers,0,6,5,73.638,0.3
189,train,1,4,6,Evaders,1,200,166,5501.764,0.3
190,train,1,4,6,Pursuers,0,10,5,147.526,0.3
191,train,1,4,6,Pursuers,0,21,9,425.292,0.3
192,train,1,4,6,Pursuers,0,39,17,821.085,0.3
193,train,1,4,6,Pursuers,0,8,4,102.536,0.3
194,train,1,4,6,Pursuers,0,31,21,653.14,0.3
195,train,1,4,6,Evaders,1,200,154,5323.425,0.3
196,train,1,4,6,Pursuers,0,35,19,756.869,0.3
197,train,1,4,6,Pursuers,0,73,34,1701.65,0.3
198,train,1,4,6,Pursuers,0,6,4,71.903,0.3
199,train,1,4,6,Pursuers,0,11,5,154.948,0.3
0,eval,1,4,6,Evaders,1,200,37,,0.0
1,eval,1,4,6,Evaders,1,200,37,,0.0
2,eval,1,4,6,Evaders,1,200,37,,0.0
3,eval,1,4,6,Evaders,1,200,37,,0.0
4,eval,1,4,6,Evaders,1,200,37,,0.0
5,eval,1,4,6,Evaders,1,200,37,,0.0
6,eval,1,4,6,Evaders,1,200,37,,0.0
7,eval,1,4,6,Evaders,1,200,37,,0.0
8,eval,1,4,6,Evaders,1,200,37,,0.0
9,eval,1,4,6,Evaders,1,200,37,,0.0
10,eval,1,4,6,Evaders,1,200,37,,0.0
11,eval,1,4,6,Evaders,1,200,37,,0.0
12,eval,1,4,6,Evaders,1,200,37,,0.0
13,eval,1,4,6,Evaders,1,200,37,,0.0
14,eval,1,4,6,Evaders,1,200,37,,0.0
15,eval,1,4,6,Evaders,1,200,37,,0.0
16,eval,1,4,6,Evaders,1,200,37,,0.0
17,eval,1,4,6,Evaders,1,200,37,,0.0
18,eval,1,4,6,Evaders,1,200,37,,0.0
19,eval,1,4,6,Evaders,1,200,37,,0.0
0,train,1,4,8,Pursuers,0,10,9,230.906,0.3
1,train,1,4,8,Pursuers,0,24,20,705.917,0.3
2,train,1,4,8,Pursuers,0,7,7,146.553,0.3
3,train,1,4,8,Pursuers,0,123,101,4185.797,0.3
4,train,1,4,8,Pursuers,0,113,75,3604.489,0.3
5,train,1,4,8,Pursuers,0,28,21,795.797,0.3
6,train,1,4,8,Pursuers,0,64,48,1989.881,0.3
7,train,1,4,8,Pursuers,0,69,49,2202.78,0.3
8,train,1,4,8,Pursuers,0,62,46,1960.231,0.3
9,train,1,4,8,Pursuers,0,11,7,269.306,0.3
10,train,1,4,8,Pursuers,0,17,10,391.928,0.3
11,train,1,4,8,Pursuers,0,10,9,236.921,0.3
12,train,1,4,8,Pursuers,0,55,42,1562.512,0.3
13,train,1,4,8,Pursuers,0,21,16,605.589,0.3
14,train,1,4,8,Pursuers,0,37,25,1088.041,0.3
15,train,1,4,8,Pursuers,0,131,105,4524.515,0.3
16,train,1,4,8,Pursuers,0,21,9,481.211,0.3
17,train,1,4,8,Pursuers,0,166,103,5277.477,0.3
18,train,1,4,8,Pursuers,0,51,33,1572.717,0.3
19,train,1,4,8,Pursuers,0,166,94,5256.933,0.3
20,train,1,4,8,Pursuers,0,100,46,2994.493,0.3
21,train,1,4,8,Pursuers,0,28,15,748.353,0.3
22,train,1,4,8,Pursuers,0,11,9,262.132,0.3
23,train,1,4,8,Pursuers,0,186,151,6258.983,0.3
24,train,1,4,8,Pursuers,0,75,48,2172.873,0.3
