episode,phase,pursuer_baseline,n_pursuers,n_evaders,winner,evader_win,turns,flag_transfers,total_reward,epsilon
38,train,1,4,4,Pursuers,0,67,64,870.806,0.1
39,train,1,4,4,Pursuers,0,50,49,647.804,0.1
40,train,1,4,4,Pursuers,0,152,148,2046.43,0.1
41,train,1,4,4,Pursuers,0,43,41,545.451,0.1
42,train,1,4,4,Pursuers,0,47,45,618.531,0.1
43,train,1,4,4,Pursuers,0,6,6,50.412,0.1
44,train,1,4,4,Pursuers,0,103,100,1394.316,0.1
45,train,1,4,4,Pursuers,0,37,35,462.062,0.1
46,train,1,4,4,Pursuers,0,72,71,947.06,0.1
47,train,1,4,4,Pursuers,0,16,16,186.688,0.1
48,train,1,4,4,Pursuers,0,65,62,857.91,0.1
49,train,1,4,4,Pursuers,0,49,48,633.371,0.1
50,train,1,4,4,Pursuers,0,26,26,320.935,0.1
51,train,1,4,4,Pursuers,0,86,82,1149.529,0.1
52,train,1,4,4,Evaders,1,200,196,2784.191,0.1
53,train,1,4,4,Pursuers,0,80,77,1067.657,0.1
54,train,1,4,4,Pursuers,0,6,5,49.745,0.1
55,train,1,4,4,Pursuers,0,23,21,271.97,0.1
56,train,1,4,4,Pursuers,0,26,24,322.742,0.1
57,train,1,4,4,Pursuers,0,10,10,102.255,0.1
58,train,1,4,4,Pursuers,0,44,28,597.815,0.1
59,train,1,4,4,Pursuers,0,14,14,156.143,0.1
60,train,1,4,4,Pursuers,0,38,38,486.226,0.1
61,train,1,4,4,Pursuers,0,51,50,662.353,0.1
62,train,1,4,4,Pursuers,0,110,110,1465.246,0.1
63,train,1,4,4,Pursuers,0,55,55,716.348,0.1
64,train,1,4,4,Pursuers,0,71,70,937.327,0.1
65,train,1,4,4,Pursuers,0,55,54,715.377,0.1
66,train,1,4,4,Pursuers,0,20,19,238.1,0.1
67,train,1,4,4,Pursuers,0,52,50,679.395,0.1
68,train,1,4,4,Pursuers,0,6,6,48.626,0.1
69,train,1,4,4,Pursuers,0,54,53,703.678,0.1
70,train,1,4,4,Pursuers,0,82,78,1090.862,0.1
71,train,1,4,4,Pursuers,0,17,17,198.73,0.1
72,train,1,4,4,Pursuers,0,6,6,48.626,0.1
73,train,1,4,4,Pursuers,0,16,16,184.917,0.1
74,train,1,4,4,Pursuers,0,8,8,75.885,0.1
75,train,1,4,4,Pursuers,0,12,10,126.669,0.1
76,train,1,4,4,Pursuers,0,34,34,428.725,0.1
77,train,1,4,4,Pursuers,0,65,65,852.38,0.1
78,train,1,4,4,Pursuers,0,172,168,2369.528,0.1
79,train,1,4,4,Pursuers,0,97,97,1288.396,0.1
80,train,1,4,4,Pursuers,0,33,32,415.683,0.1
81,train,1,4,4,Pursuers,0,65,58,859.031,0.1
82,train,1,4,4,Pursuers,0,60,60,784.209,0.1
83,train,1,4,4,Pursuers,0,51,50,662.095,0.1
84,train,1,4,4,Pursuers,0,14,13,158.315,0.1
85,train,1,4,4,Pursuers,0,12,12,130.401,0.1
86,train,1,4,4,Pursuers,0,33,31,416.013,0.1
87,train,1,4,4,Pursuers,0,30,30,375.451,0.1
88,train,1,4,4,Pursuers,0,7,7,62.439,0.1
89,train,1,4,4,Pursuers,0,23,22,277.388,0.1
90,train,1,4,4,Pursuers,0,96,91,1304.352,0.1
91,train,1,4,4,Pursuers,0,76,73,1016.817,0.1
92,train,1,4,4,Pursuers,0,50,48,650.655,0.1
93,train,1,4,4,Pursuers,0,14,14,157.659,0.1
94,train,1,4,4,Pursuers,0,56,56,731.141,0.1
95,train,1,4,4,Pursuers,0,51,48,660.338,0.1
96,train,1,4,4,Pursuers,0,29,28,374.783,0.1
97,train,1,4,4,Pursuers,0,6,5,49.741,0.1
98,train,1,4,4,Evaders,1,200,200,2773.151,0.1
99,train,1,4,4,Pursuers,0,35,35,443.795,0.1
100,train,1,4,4,Evaders,1,200,197,2798.524,0.1
101,train,1,4,4,Pursuers,0,20,20,239.161,0.1
102,train,1,4,4,Pursuers,0,104,101,1391.782,0.1
103,train,1,4,4,Pursuers,0,15,13,164.239,0.1
104,train,1,4,4,Pursuers,0,14,14,157.659,0.1
105,train,1,4,4,Pursuers,0,34,34,432.011,0.1
106,train,1,4,4,Pursuers,0,38,38,486.255,0.1
107,train,1,4,4,Pursuers,0,56,53,754.148,0.1
108,train,1,4,4,Pursuers,0,6,6,48.626,0.1
109,train,1,4,4,Pursuers,0,63,56,834.61,0.1
110,train,1,4,4,Pursuers,0,68,67,891.879,0.1
111,train,1,4,4,Pursuers,0,33,30,418.603,0.1
112,train,1,4,4,Pursuers,0,114,114,1519.892,0.1
113,train,1,4,4,Pursuers,0,8,7,75.655,0.1
114,train,1,4,4,Pursuers,0,8,8,75.885,0.1
115,train,1,4,4,Pursuers,0,81,73,1093.859,0.1
116,train,1,4,4,Pursuers,0,29,28,361.077,0.1
117,train,1,4,4,Pursuers,0,44,44,565.857,0.1
118,train,1,4,4,Pursuers,0,48,48,620.646,0.1
119,train,1,4,4,Pursuers,0,11,9,109.75,0.1
120,train,1,4,4,Pursuers,0,37,32,461.625,0.1
121,train,1,4,4,Pursuers,0,17,16,197.786,0.1
122,train,1,4,4,Pursuers,0,34,34,431.768,0.1
123,train,1,4,4,Pursuers,0,16,16,184.788,0.1
124,train,1,4,4,Pursuers,0,22,22,266.548,0.1
125,train,1,4,4,Pursuers,0,5,3,32.778,0.1
126,train,1,4,4,Pursuers,0,74,71,973.007,0.1
127,train,1,4,4,Pursuers,0,8,8,75.885,0.1
128,train,1,4,4,Pursuers,0,56,56,729.951,0.1
129,train,1,4,4,Pursuers,0,57,55,761.51,0.1
130,train,1,4,4,Pursuers,0,18,18,212.175,0.1
131,train,1,4,4,Pursuers,0,5,5,36.111,0.1
132,train,1,4,4,Pursuers,0,46,43,585.912,0.1
133,train,1,4,4,Pursuers,0,16,16,184.917,0.1
134,train,1,4,4,Pursuers,0,20,19,238.434,0.1
135,train,1,4,4,Pursuers,0,27,27,334.734,0.1
136,train,1,4,4,Pursuers,0,23,22,279.14,0.1
137,train,1,4,4,Evaders,1,200,198,2793.28,0.1
138,train,1,4,4,Pursuers,0,36,35,464.191,0.1
139,train,1,4,4,Pursuers,0,19,17,225.413,0.1
140,train,1,4,4,Pursuers,0,44,41,574.046,0.1
141,train,1,4,4,Pursuers,0,8,8,77.655,0.1
142,train,1,4,4,Pursuers,0,16,16,184.759,0.1
143,train,1,4,4,Pursuers,0,24,24,293.95,0.1
144,train,1,4,4,Pursuers,0,48,48,620.919,0.1
145,train,1,4,4,Pursuers,0,105,101,1414.601,0.1
146,train,1,4,4,Pursuers,0,31,30,397.291,0.1
147,train,1,4,4,Pursuers,0,8,8,75.885,0.1
148,train,1,4,4,Pursuers,0,10,10,101.627,0.1
149,train,1,4,4,Pursuers,0,142,138,1905.858,0.1
150,train,1,4,4,Pursuers,0,8,7,75.085,0.1
151,train,1,4,4,Pursuers,0,44,41,571.666,0.1
152,train,1,4,4,Pursuers,0,97,74,1368.722,0.1
153,train,1,4,4,Pursuers,0,17,17,198.601,0.1
154,train,1,4,4,Pursuers,0,14,14,157.659,0.1
155,train,1,4,4,Pursuers,0,56,55,729.707,0.1
156,train,1,4,4,Pursuers,0,12,12,130.257,0.1
157,train,1,4,4,Pursuers,0,23,21,276.388,0.1
158,train,1,4,4,Pursuers,0,29,29,362.135,0.1
159,train,1,4,4,Pursuers,0,56,56,729.564,0.1
160,train,1,4,4,Pursuers,0,21,21,253.117,0.1
161,train,1,4,4,Pursuers,0,14,13,156.326,0.1
162,train,1,4,4,Pursuers,0,30,30,375.724,0.1
163,train,1,4,4,Pursuers,0,34,31,430.136,0.1
164,train,1,4,4,Pursuers,0,12,11,129.401,0.1
165,train,1,4,4,Pursuers,0,8,7,76.989,0.1
166,train,1,4,4,Pursuers,0,36,35,456.83,0.1
167,train,1,4,4,Pursuers,0,7,5,54.207,0.1
168,train,1,4,4,Pursuers,0,10,9,103.58,0.1
169,train,1,4,4,Pursuers,0,27,25,335.412,0.1
170,train,1,4,4,Pursuers,0,70,68,915.664,0.1
171,train,1,4,4,Pursuers,0,16,16,184.774,0.1
172,train,1,4,4,Pursuers,0,31,30,388.554,0.1
173,train,1,4,4,Pursuers,0,16,16,184.774,0.1
174,train,1,4,4,Pursuers,0,22,22,267.867,0.1
175,train,1,4,4,Pursuers,0,12,10,129.602,0.1
176,train,1,4,4,Pursuers,0,38,38,484.34,0.1
177,train,1,4,4,Pursuers,0,95,91,1256.95,0.1
178,train,1,4,4,Pursuers,0,35,34,443.63,0.1
179,train,1,4,4,Pursuers,0,16,16,184.774,0.1
180,train,1,4,4,Pursuers,0,16,16,184.917,0.1
181,train,1,4,4,Pursuers,0,21,21,253.074,0.1
182,train,1,4,4,Pursuers,0,16,15,184.544,0.1
183,train,1,4,4,Pursuers,0,36,35,455.756,0.1
184,train,1,4,4,Pursuers,0,8,7,75.655,0.1
185,train,1,4,4,Pursuers,0,34,34,430.097,0.1
186,train,1,4,4,Pursuers,0,28,27,347.133,0.1
187,train,1,4,4,Pursuers,0,31,30,396.217,0.1
188,train,1,4,4,Pursuers,0,81,70,1107.288,0.1
189,train,1,4,4,Pursuers,0,80,80,1056.489,0.1
190,train,1,4,4,Evaders,1,200,182,2823.516,0.1
191,train,1,4,4,Pursuers,0,28,28,348.337,0.1
192,train,1,4,4,Pursuers,0,25,24,306.819,0.1
193,train,1,4,4,Pursuers,0,58,57,755.603,0.1
194,train,1,4,4,Pursuers,0,106,104,1455.109,0.1
195,train,1,4,4,Pursuers,0,10,9,102.199,0.1
196,train,1,4,4,Pursuers,0,65,65,852.38,0.1
197,train,1,4,4,Pursuers,0,12,12,132.142,0.1
198,train,1,4,4,Pursuers,0,8,7,75.655,0.1
199,train,1,4,4,Pursuers,0,122,119,1681.7,0.1
0,eval,1,4,4,Evaders,1,200,200,,0.0
1,eval,1,4,4,Evaders,1,200,200,,0.0
2,eval,1,4,4,Evaders,1,200,200,,0.0
3,eval,1,4,4,Evaders,1,200,200,,0.0
4,eval,1,4,4,Evaders,1,200,200,,0.0
5,eval,1,4,4,Evaders,1,200,200,,0.0
6,eval,1,4,4,Evaders,1,200,200,,0.0
7,eval,1,4,4,Evaders,1,200,200,,0.0
8,eval,1,4,4,Evaders,1,200,200,,0.0
9,eval,1,4,4,Evaders,1,200,200,,0.0
10,eval,1,4,4,Evaders,1,200,200,,0.0
11,eval,1,4,4,Evaders,1,200,200,,0.0
12,eval,1,4,4,Evaders,1,200,200,,0.0
13,eval,1,4,4,Evaders,1,200,200,,0.0
14,eval,1,4,4,Evaders,1,200,200,,0.0
15,eval,1,4,4,Evaders,1,200,200,,0.0
16,eval,1,4,4,Evaders,1,200,200,,0.0
17,eval,1,4,4,Evaders,1,200,200,,0.0
18,eval,1,4,4,Evaders,1,200,200,,0.0
19,eval,1,4,4,Evaders,1,200,200,,0.0
0,train,1,4,6,Pursuers,0,10,10,161.478,0.1
1,train,1,4,6,Pursuers,0,37,15,777.746,0.1
2,train,1,4,6,Pursuers,0,48,27,1006.065,0.1
3,train,1,4,6,Pursuers,0,45,38,910.792,0.1
4,train,1,4,6,Pursuers,0,43,43,835.971,0.1
5,train,1,4,6,Pursuers,0,62,54,1449.418,0.1
6,train,1,4,6,Pursuers,0,46,45,883.293,0.1
7,train,1,4,6,Pursuers,0,24,22,427.549,0.1
8,train,1,4,6,Pursuers,0,15,12,248.099,0.1
9,train,1,4,6,Pursuers,0,107,98,2572.534,0.1
10,train,1,4,6,Pursuers,0,7,7,94.123,0.1
11,train,1,4,6,Pursuers,0,19,18,351.945,0.1
12,train,1,4,6,Pursuers,0,106,71,2263.812,0.1
13,train,1,4,6,Pursuers,0,40,35,787.139,0.1
14,train,1,4,6,Pursuers,0,51,47,1227.331,0.1
15,train,1,4,6,Pursuers,0,61,55,1359.448,0.1
16,train,1,4,6,Pursuers,0,37,26,760.651,0.1
17,train,1,4,6,Pursuers,0,138,124,3442.256,0.1
18,train,1,4,6,Pursuers,0,22,21,383.314,0.1
19,train,1,4,6,Pursuers,0,148,131,3081.908,0.1
20,train,1,4,6,Pursuers,0,22,22,400.482,0.1
21,train,1,4,6,Pursuers,0,93,79,2010.846,0.1
22,train,1,4,6,Pursuers,0,84,72,1729.211,0.1
23,train,1,4,6,Pursuers,0,68,67,1313.684,0.1
24,train,1,4,6,Pursuers,0,39,34,776.905,0.1
25,train,1,4,6,Pursuers,0,85,80,1727.165,0.1
26,train,1,4,6,Pursuers,0,74,52,1684.758,0.1
27,train,1,4,6,Pursuers,0,57,45,1197.492,0.1
28,train,1,4,6,Pursuers,0,128,117,2876.969,0.1
29,train,1,4,6,Pursuers,0,84,81,1697.732,0.1
30,train,1,4,6,Pursuers,0,81,58,1737.883,0.1
31,train,1,4,6,Pursuers,0,45,42,894.441,0.1
32,train,1,4,6,Pursuers,0,48,43,953.816,0.1
33,train,1,4,6,Pursuers,0,43,35,888.864,0.1
34,train,1,4,6,Pursuers,0,77,43,1695.782,0.1
35,train,1,4,6,Pursuers,0,89,52,1964.838,0.1
36,train,1,4,6,Pursuers,0,9,7,125.159,0.1
37,train,1,4,6,Pursuers,0,80,72,1685.503,0.1
38,train,1,4,6,Pursuers,0,8,8,115.485,0.1
39,train,1,4,6,Pursuers,0,9,7,125.924,0.1
40,train,1,4,6,Evaders,1,200,136,4637.203,0.1
41,train,1,4,6,Pursuers,0,47,37,967.208,0.1
42,train,1,4,6,Pursuers,0,66,55,1355.231,0.1
43,train,1,4,6,Pursuers,0,89,64,1957.678,0.1
44,train,1,4,6,Pursuers,0,13,10,236.409,0.1
45,train,1,4,6,Pursuers,0,113,90,2498.241,0.1
46,train,1,4,6,Pursuers,0,28,19,560.406,0.1
47,train,1,4,6,Pursuers,0,7,4,81.872,0.1
48,train,1,4,6,Pursuers,0,77,45,1689.736,0.1
49,train,1,4,6,Pursuers,0,81,45,1789.061,0.1
50,train,1,4,6,Pursuers,0,48,31,1000.271,0.1
51,train,1,4,6,Pursuers,0,24,23,439.725,0.1
52,train,1,4,6,Pursuers,0,64,55,1331.772,0.1
53,train,1,4,6,Pursuers,0,189,104,4303.152,0.1
54,train,1,4,6,Pursuers,0,41,31,847.46,0.1
55,train,1,4,6,Pursuers,0,14,13,239.354,0.1
56,train,1,4,6,Pursuers,0,70,59,1442.594,0.1
57,train,1,4,6,Pursuers,0,144,116,3541.497,0.1
58,train,1,4,6,Pursuers,0,75,58,1594.46,0.1
59,train,1,4,6,Pursuers,0,107,99,2292.831,0.1
60,train,1,4,6,Pursuers,0,45,42,895.441,0.1
61,train,1,4,6,Pursuers,0,5,3,49.664,0.1
62,train,1,4,6,Pursuers,0,22,21,407.639,0.1
63,train,1,4,6,Pursuers,0,34,20,701.813,0.1
64,train,1,4,6,Evaders,1,200,190,4659.065,0.1
65,train,1,4,6,Pursuers,0,133,103,3089.603,0.1
66,train,1,4,6,Pursuers,0,18,15,312.628,0.1
67,train,1,4,6,Pursuers,0,55,42,1149.146,0.1
68,train,1,4,6,Pursuers,0,156,93,3471.518,0.1
69,train,1,4,6,Pursuers,0,29,23,591.707,0.1
70,train,1,4,6,Pursuers,0,20,17,354.297,0.1
71,train,1,4,6,Evaders,1,200,187,5226.665,0.1
72,train,1,4,6,Pursuers,0,24,23,447.43,0.1
73,train,1,4,6,Pursuers,0,50,27,1073.054,0.1
74,train,1,4,6,Pursuers,0,90,89,1750.27,0.1
75,train,1,4,6,Pursuers,0,21,14,423.029,0.1
76,train,1,4,6,Pursuers,0,54,37,1127.978,0.1
77,train,1,4,6,Pursuers,0,88,53,1930.279,0.1
78,train,1,4,6,Pursuers,0,33,29,643.425,0.1
79,train,1,4,6,Pursuers,0,57,53,1145.123,0.1
80,train,1,4,6,Pursuers,0,13,12,219.26,0.1
81,train,1,4,6,Pursuers,0,87,64,1864.214,0.1
82,train,1,4,6,Pursuers,0,21,15,406.281,0.1
83,train,1,4,6,Pursuers,0,41,40,802.631,0.1
84,train,1,4,6,Pursuers,0,76,45,1671.658,0.1
85,train,1,4,6,Pursuers,0,45,41,978.162,0.1
86,train,1,4,6,Pursuers,0,20,13,372.216,0.1
87,train,1,4,6,Pursuers,0,99,83,2147.398,0.1
88,train,1,4,6,Pursuers,0,156,97,3553.029,0.1
89,train,1,4,6,Pursuers,0,69,48,1575.022,0.1
90,train,1,4,6,Pursuers,0,81,64,1954.863,0.1
91,train,1,4,6,Pursuers,0,66,59,1331.936,0.1
92,train,1,4,6,Pursuers,0,42,39,820.311,0.1
93,train,1,4,6,Pursuers,0,65,56,1381.825,0.1
94,train,1,4,6,Pursuers,0,52,33,1096.78,0.1
95,train,1,4,6,Pursuers,0,72,65,1456.643,0.1
96,train,1,4,6,Pursuers,0,79,63,1668.993,0.1
97,train,1,4,6,Pursuers,0,103,74,2281.664,0.1
98,train,1,4,6,Pursuers,0,20,13,373.241,0.1
99,train,1,4,6,Pursuers,0,67,52,1540.309,0.1
100,train,1,4,6,Pursuers,0,6,5,72.296,0.1
101,train,1,4,6,Pursuers,0,13,11,218.216,0.1
102,train,1,4,6,Pursuers,0,176,130,3818.715,0.1
103,train,1,4,6,Pursuers,0,100,79,2097.879,0.1
104,train,1,4,6,Evaders,1,200,185,5085.008,0.1
105,train,1,4,6,Pursuers,0,37,30,801.232,0.1
106,train,1,4,6,Pursuers,0,103,78,2206.623,0.1
107,train,1,4,6,Pursuers,0,44,36,888.628,0.1
108,train,1,4,6,Pursuers,0,8,8,118.276,0.1
109,train,1,4,6,Pursuers,0,111,83,2376.552,0.1
110,train,1,4,6,Pursuers,0,126,102,2917.806,0.1
111,train,1,4,6,Pursuers,0,82,63,1742.89,0.1
112,train,1,4,6,Evaders,1,200,167,5021.825,0.1
113,train,1,4,6,Pursuers,0,60,60,1200.945,0.1
114,train,1,4,6,Pursuers,0,130,77,2882.252,0.1
115,train,1,4,6,Pursuers,0,10,9,158.211,0.1
116,train,1,4,6,Pursuers,0,109,84,2599.348,0.1
117,train,1,4,6,Pursuers,0,154,144,4176.589,0.1
118,train,1,4,6,Pursuers,0,51,41,1046.549,0.1
119,train,1,4,6,Pursuers,0,60,59,1196.064,0.1
120,train,1,4,6,Pursuers,0,18,18,326.768,0.1
121,train,1,4,6,Pursuers,0,10,10,159.211,0.1
122,train,1,4,6,Pursuers,0,82,77,1823.368,0.1
123,train,1,4,6,Evaders,1,200,157,4433.902,0.1
124,train,1,4,6,Pursuers,0,24,24,449.784,0.1
125,train,1,4,6,Pursuers,0,129,103,2892.047,0.1
126,train,1,4,6,Pursuers,0,10,10,160.66,0.1
127,train,1,4,6,Pursuers,0,20,19,366.558,0.1
128,train,1,4,6,Pursuers,0,14,14,241.402,0.1
129,train,1,4,6,Pursuers,0,43,29,879.702,0.1
130,train,1,4,6,Pursuers,0,127,108,2685.971,0.1
131,train,1,4,6,Pursuers,0,39,24,814.433,0.1
132,train,1,4,6,Pursuers,0,97,73,2066.847,0.1
133,train,1,4,6,Pursuers,0,109,83,2421.279,0.1
134,train,1,4,6,Pursuers,0,7,5,83.5,0.1
135,train,1,4,6,Pursuers,0,50,47,960.145,0.1
136,train,1,4,6,Pursuers,0,110,73,2515.236,0.1
137,train,1,4,6,Pursuers,0,28,28,528.158,0.1
138,train,1,4,6,Pursuers,0,199,104,4543.39,0.1
139,train,1,4,6,Evaders,1,200,152,4689.73,0.1
140,train,1,4,6,Pursuers,0,38,37,741.241,0.1
141,train,1,4,6,Pursuers,0,91,60,1964.043,0.1
142,train,1,4,6,Pursuers,0,21,20,389.34,0.1
143,train,1,4,6,Pursuers,0,8,6,110.49,0.1
144,train,1,4,6,Pursuers,0,144,131,3174.814,0.1
145,train,1,4,6,Evaders,1,200,168,4864.614,0.1
146,train,1,4,6,Pursuers,0,75,68,1671.591,0.1
147,train,1,4,6,Evaders,1,200,184,5618.236,0.1
148,train,1,4,6,Pursuers,0,50,50,994.067,0.1
149,train,1,4,6,Pursuers,0,117,104,2708.186,0.1
150,train,1,4,6,Pursuers,0,16,15,283.219,0.1
151,train,1,4,6,Pursuers,0,106,78,2458.049,0.1
152,train,1,4,6,Pursuers,0,11,11,174.321,0.1
153,train,1,4,6,Evaders,1,200,194,5105.055,0.1
154,train,1,4,6,Pursuers,0,41,40,799.317,0.1
155,train,1,4,6,Pursuers,0,137,128,3519.18,0.1
156,train,1,4,6,Pursuers,0,34,34,658.119,0.1
157,train,1,4,6,Pursuers,0,68,68,1366.868,0.1
158,train,1,4,6,Pursuers,0,55,42,1142.733,0.1
159,train,1,4,6,Pursuers,0,54,54,1076.816,0.1
160,train,1,4,6,Pursuers,0,10,9,155.188,0.1
161,train,1,4,6,Pursuers,0,95,79,2260.503,0.1
162,train,1,4,6,Evaders,1,200,166,4813.277,0.1
163,train,1,4,6,Pursuers,0,147,139,3743.023,0.1
164,train,1,4,6,Pursuers,0,42,27,884.446,0.1
165,train,1,4,6,Pursuers,0,114,101,2928.47,0.1
166,train,1,4,6,Evaders,1,200,187,5463.727,0.1
167,train,1,4,6,Pursuers,0,42,42,825.589,0.1
168,train,1,4,6,Evaders,1,200,148,4597.307,0.1
169,train,1,4,6,Pursuers,0,50,50,991.449,0.1
170,train,1,4,6,Pursuers,0,107,91,2254.245,0.1
171,train,1,4,6,Pursuers,0,12,12,199.756,0.1
172,train,1,4,6,Pursuers,0,71,64,1638.824,0.1
173,train,1,4,6,Pursuers,0,72,72,1449.867,0.1
174,train,1,4,6,Pursuers,0,87,61,1873.418,0.1
175,train,1,4,6,Pursuers,0,152,119,3601.994,0.1
176,train,1,4,6,Pursuers,0,53,50,1061.214,0.1
177,train,1,4,6,Pursuers,0,52,52,1019.923,0.1
178,train,1,4,6,Pursuers,0,59,58,1193.456,0.1
179,train,1,4,6,Pursuers,0,173,167,4703.104,0.1
180,train,1,4,6,Pursuers,0,14,14,242.147,0.1
181,train,1,4,6,Pursuers,0,14,14,242.55,0.1
182,train,1,4,6,Evaders,1,200,167,5345.844,0.1
183,train,1,4,6,Pursuers,0,34,34,657.523,0.1
184,train,1,4,6,Pursuers,0,95,87,2231.353,0.1
185,train,1,4,6,Pursuers,0,33,30,644.509,0.1
186,train,1,4,6,Pursuers,0,26,24,489.263,0.1
187,train,1,4,6,Pursuers,0,75,69,1795.327,0.1
188,train,1,4,6,Pursuers,0,44,40,860.923,0.1
189,train,1,4,6,Pursuers,0,7,5,83.5,0.1
190,train,1,4,6,Evaders,1,200,193,5428.654,0.1
191,train,1,4,6,Pursuers,0,103,54,2315.177,0.1
192,train,1,4,6,Pursuers,0,43,38,950.447,0.1
193,train,1,4,6,Pursuers,0,11,9,167.719,0.1
194,train,1,4,6,Pursuers,0,25,23,442.373,0.1
195,train,1,4,6,Pursuers,0,85,76,1864.917,0.1
196,train,1,4,6,Pursuers,0,98,84,2023.876,0.1
197,train,1,4,6,Pursuers,0,74,69,1491.245,0.1
198,train,1,4,6,Pursuers,0,35,32,685.988,0.1
199,train,1,4,6,Pursuers,0,135,106,2901.182,0.1
0,eval,1,4,6,Evaders,1,200,200,,0.0
1,eval,1,4,6,Evaders,1,200,200,,0.0
2,eval,1,4,6,Evaders,1,200,200,,0.0
3,eval,1,4,6,Evaders,1,200,200,,0.0
4,eval,1,4,6,Evaders,1,200,200,,0.0
5,eval,1,4,6,Evaders,1,200,200,,0.0
6,eval,1,4,6,Evaders,1,200,200,,0.0
7,eval,1,4,6,Evaders,1,200,200,,0.0
8,eval,1,4,6,Evaders,1,200,200,,0.0
9,eval,1,4,6,Evaders,1,200,200,,0.0
10,eval,1,4,6,Evaders,1,200,200,,0.0
11,eval,1,4,6,Evaders,1,200,200,,0.0
12,eval,1,4,6,Evaders,1,200,200,,0.0
13,eval,1,4,6,Evaders,1,200,200,,0.0
14,eval,1,4,6,Evaders,1,200,200,,0.0
15,eval,1,4,6,Evaders,1,200,200,,0.0
16,eval,1,4,6,Evaders,1,200,200,,0.0
17,eval,1,4,6,Evaders,1,200,200,,0.0
18,eval,1,4,6,Evaders,1,200,200,,0.0
19,eval,1,4,6,Evaders,1,200,200,,0.0
0,train,1,4,8,Pursuers,0,16,13,406.616,0.1
1,train,1,4,8,Pursuers,0,25,12,640.963,0.1
2,train,1,4,8,Pursuers,0,106,100,3358.71,0.1
3,train,1,4,8,Pursuers,0,9,7,184.819,0.1
4,train,1,4,8,Pursuers,0,11,8,268.451,0.1
5,train,1,4,8,Pursuers,0,7,5,123.799,0.1
6,train,1,4,8,Pursuers,0,9,7,184.553,0.1
7,train,1,4,8,Pursuers,0,7,5,124.95,0.1
8,train,1,4,8,Pursuers,0,15,11,349.173,0.1
9,train,1,4,8,Pursuers,0,13,5,286.103,0.1
10,train,1,4,8,Pursuers,0,7,5,120.267,0.1
11,train,1,4,8,Pursuers,0,19,7,402.695,0.1
12,train,1,4,8,Pursuers,0,44,40,1278.996,0.1
13,train,1,4,8,Pursuers,0,12,7,301.685,0.1
14,train,1,4,8,Pursuers,0,49,46,1494.886,0.1
15,train,1,4,8,Evaders,1,200,135,7026.8,0.1
16,train,1,4,8,Pursuers,0,24,16,689.953,0.1
17,train,1,4,8,Pursuers,0,10,5,239.149,0.1
18,train,1,4,8,Evaders,1,200,145,6979.124,0.1
19,train,1,4,8,Pursuers,0,14,6,361.231,0.1
20,train,1,4,8,Pursuers,0,10,2,217.262,0.1
21,train,1,4,8,Pursuers,0,144,94,4777.765,0.1
